0.027,0.333,0.787,0.494,0.42,4
0.875,0.549,0.207,0.39,0.799,3
0.289,0.026,0.743,0.099,0.081,0
0.665,0.441,0.276,0.368,0.718,3
0.388,0.64,0.173,0.493,0.541,2
0.274,0.185,0.895,0.311,0.111,0
0.307,0.625,0.324,0.441,0.467,2
0.027,0.217,0.821,0.531,0.478,4
0.118,0.348,0.747,0.421,0.4,4
0.095,0.381,0.776,0.356,0.047,0
0.418,0.903,0.329,0.421,0.43,2
0.587,0.784,0.3,0.574,0.495,1
0.718,0.409,0.083,0.403,0.727,3
0.303,0.261,0.846,0.32,0.124,0
0.326,0.346,0.875,0.429,0.357,4
0.606,0.791,0.281,0.585,0.702,1
0.447,0.864,0.341,0.368,0.547,2
0.833,0.972,0.201,0.536,0.671,1
0.133,0.351,0.754,0.236,0.054,0
0.179,0.113,0.981,0.134,0.182,0
0.038,0.528,0.785,0.181,0.392,0
0.836,0.883,0.202,0.78,0.664,1
0.697,0.322,0.283,0.3,0.872,3
0.905,0.347,0.097,0.235,0.966,3
0.397,0.229,0.884,0.33,0.249,0
0.631,0.686,0.224,0.524,0.568,1
0.233,0.299,0.758,0.392,0.089,0
0.566,0.395,0.175,0.537,0.742,3
0.193,0.351,0.92,0.419,0.44,4
0.241,0.793,0.171,0.456,0.512,2
0.907,0.433,0.164,0.268,0.858,3
0.678,0.689,0.181,0.758,0.518,1
0.19,0.212,0.763,0.358,0.12,0
0.694,0.951,0.27,0.687,0.861,1
0.181,0.31,0.856,0.34,0.404,4
0.79,0.417,0.346,0.463,0.891,3
0.258,0.644,0.237,0.379,0.441,2
0.073,0.316,0.824,0.522,0.416,4
0.157,0.301,0.904,0.51,0.323,4
0.123,0.452,0.807,0.497,0.265,4
0.031,0.196,0.756,0.576,0.367,4
0.078,0.254,0.892,0.21,0.107,0
0.096,0.197,0.845,0.572,0.536,4
0.503,0.982,0.271,0.636,0.598,1
0.572,0.879,0.322,0.664,0.575,1
0.655,0.865,0.452,0.589,0.697,1
0.445,0.768,0.215,0.35,0.518,2
0.812,0.355,0.175,0.407,0.96,3
0.089,0.417,0.84,0.333,0.576,4
0.722,0.51,0.298,0.27,0.9,3
0.743,0.334,0.295,0.255,0.903,3
0.786,0.791,0.332,0.868,0.628,1
0.717,0.978,0.279,0.636,0.628,1
0.744,0.31,0.282,0.162,0.95,3
0.68,0.969,0.126,0.731,0.792,1
0.685,0.905,0.376,0.508,0.676,1
0.529,0.551,0.332,0.566,0.538,2
0.733,0.314,0.243,0.402,0.856,3
0.257,0.429,0.944,0.341,0.098,0
0.332,0.415,0.924,0.203,0.035,0
0.199,0.214,0.816,0.443,0.414,4
