0,0,0,0,0,0,0,0,0,-46,91,0,0,38,0,62,0,0,0,0,1
0,0,0,-26,0,-85,-1,0,0,-85,0,0,0,0,0,0,0,0,96,0,-1
0,0,0,0,0,0,-1,51,0,-85,-46,21,-27,0,0,0,0,0,0,-35,-1
0,45,0,0,20,-92,0,0,0,0,0,0,-18,-24,0,-17,0,50,94,0,-1
0,51,0,-37,26,0,0,0,-29,0,0,0,0,0,0,0,0,58,89,0,-1
0,0,0,0,0,0,98,0,0,0,0,0,-25,0,0,0,0,0,0,0,1
-33,25,0,6,0,0,0,0,69,0,0,0,-26,0,29,0,0,0,98,0,1
0,0,0,0,0,-25,0,0,0,0,0,0,-35,36,0,57,32,96,0,0,1
0,0,0,14,0,0,0,0,0,-45,0,0,0,37,0,64,0,100,98,-81,1
0,45,0,0,0,0,1,0,0,-86,0,0,0,0,-51,0,0,0,0,0,-1
-70,0,0,0,16,0,-5,0,-31,0,-40,0,-21,0,0,0,0,0,0,0,-1
0,0,0,10,-12,0,0,88,0,0,99,0,-31,42,0,0,0,94,0,0,1
0,0,-43,0,0,0,0,0,0,-39,0,0,0,0,0,0,42,0,0,0,1
0,0,0,6,0,0,86,88,0,-44,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,72,0,0,64,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,-45,0,0,-27,0,0,0,42,94,0,0,1
-78,0,0,0,0,0,4,51,0,0,0,22,0,0,0,0,0,0,0,0,-1
0,0,0,0,19,0,0,0,0,0,-42,0,0,0,0,0,2,48,0,0,-1
-34,19,0,0,0,0,89,0,0,-44,0,0,0,0,0,63,0,0,0,0,1
0,44,-22,0,0,0,0,0,0,0,0,22,-18,0,-53,0,0,0,0,-33,-1
0,47,-25,0,0,0,0,0,0,0,0,0,0,-18,0,0,0,0,0,0,-1
0,0,-54,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,1
0,0,0,0,0,0,91,0,0,0,0,0,0,0,31,61,0,96,0,0,1
0,0,-53,0,-12,0,89,0,0,0,0,0,0,39,0,0,35,0,0,-84,1
-77,0,-16,-32,0,0,4,0,-32,0,0,0,0,0,0,-10,0,0,0,0,-1
0,0,0,-32,0,0,0,55,-35,-88,0,0,0,-27,0,0,0,0,0,0,-1
0,0,0,0,0,-90,0,0,0,0,0,0,-21,0,0,0,0,48,98,-32,-1
0,0,-46,0,0,0,0,87,0,-46,0,0,0,0,0,0,0,0,95,0,1
0,0,0,0,-12,0,0,0,0,0,100,0,0,0,0,0,0,0,0,-83,1
0,0,0,0,19,0,0,0,0,0,0,0,-20,0,0,0,0,54,0,0,-1
0,0,0,0,0,0,0,0,-28,-86,0,0,0,0,0,0,0,0,0,0,-1
-36,0,0,12,0,0,0,92,78,0,0,0,0,46,0,0,0,0,0,0,1
0,0,0,0,14,0,0,52,0,0,0,0,0,0,-62,-16,-1,0,0,-34,-1
-76,0,0,0,0,0,0,0,0,0,0,0,0,-28,-57,0,0,0,90,-30,-1
0,22,0,0,0,0,93,85,0,0,0,0,0,0,0,61,0,97,0,-82,1
0,0,0,0,0,0,0,0,0,-45,0,65,0,0,0,0,0,0,0,-83,1
0,0,0,0,0,0,0,0,0,0,-49,0,-24,-31,0,0,0,0,93,-32,-1
0,0,-49,0,-10,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,19,0,0,-59,0,0,0,96,-36,-1
0,0,0,0,0,-98,0,49,0,0,0,20,-27,0,0,0,0,49,0,0,-1
0,0,-18,0,23,-91,0,0,0,-91,-41,20,-18,0,0,0,0,0,0,0,-1
0,0,0,-31,20,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,-31,-1
-82,0,-23,-35,0,0,0,0,0,0,0,20,-26,0,0,0,0,0,0,-39,-1
0,0,-50,0,0,-26,91,88,74,0,0,0,-24,0,0,0,0,0,0,0,1
-73,55,0,0,0,0,3,0,0,-85,0,0,0,-21,0,-11,0,0,0,0,-1
0,0,0,0,22,0,0,54,0,-85,0,20,0,0,0,0,5,0,97,0,-1
0,0,0,0,-11,0,0,0,70,0,100,67,-26,0,0,67,0,0,0,0,1
-70,0,0,-31,0,0,0,0,-30,0,0,0,0,0,-56,0,0,0,0,0,-1
0,24,-49,0,0,0,0,91,0,0,0,0,0,0,0,0,0,94,0,-83,1
0,0,0,-30,21,-92,0,54,-26,0,0,0,0,0,-55,0,0,0,100,0,-1
0,0,0,9,0,0,0,0,0,0,0,0,0,38,32,0,0,0,95,0,1
0,0,0,-24,0,-88,0,0,0,0,0,0,0,0,-54,-16,4,0,0,0,-1
0,47,0,0,23,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,0,0,0,0,-46,0,0,-23,0,0,0,0,0,0,-1
0,0,0,7,-18,0,94,0,73,0,96,0,-23,44,0,59,0,100,0,0,1
0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,-32,21,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,-1
0,0,0,13,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,1
0,44,0,0,0,-100,0,0,-28,0,0,0,0,0,0,-12,0,0,0,0,-1
0,0,0,0,0,0,-3,54,0,0,0,0,-14,0,0,-12,-2,0,0,0,-1
-36,29,0,0,0,-19,0,91,0,0,0,0,0,0,0,0,0,0,0,-81,1
0,0,0,0,-7,0,96,0,0,0,0,0,0,0,0,65,0,98,100,-77,1
0,0,-18,0,19,0,0,53,0,0,-42,0,0,0,0,0,0,0,0,0,-1
0,48,0,0,0,0,-6,0,0,0,0,19,-20,-25,-61,0,0,0,93,0,-1
0,0,0,0,0,0,0,0,70,0,0,0,-30,0,0,0,32,0,0,0,1
-75,0,0,0,0,0,0,0,0,0,-36,0,-21,0,0,0,5,0,94,0,-1
0,0,0,0,23,0,0,0,0,0,-37,0,0,-29,-54,0,0,0,0,0,-1
0,22,-53,7,-18,0,0,0,0,0,0,0,0,38,0,0,36,0,0,0,1
0,0,0,0,0,0,0,50,0,0,0,20,0,-23,-54,0,0,0,0,-33,-1
0,0,-49,0,0,-26,91,0,0,0,0,0,0,0,0,0,0,0,96,0,1
0,0,-50,0,0,0,96,0,0,-43,98,0,0,0,0,65,36,98,97,-82,1
0,48,0,0,16,0,0,0,0,-89,0,17,0,0,-59,-15,0,0,0,0,-1
0,46,-25,0,0,0,0,0,-38,0,0,0,0,0,0,-18,0,0,97,0,-1
0,0,0,0,-16,0,0,0,71,-42,0,68,0,0,0,0,0,0,98,0,1
0,0,-25,0,0,0,-5,52,0,-90,0,21,0,0,0,0,0,51,0,-35,-1
-73,0,0,-29,0,0,0,52,0,-86,0,0,-21,0,-54,0,0,48,0,0,-1
0,0,-53,15,0,0,89,0,0,0,0,0,0,0,0,0,43,0,98,0,1
-73,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,54,0,-29,-1
-33,0,0,0,0,-28,0,0,0,0,0,60,-22,38,0,62,43,0,0,0,1
-40,0,0,5,-15,-22,0,0,0,-46,0,0,-31,0,0,0,0,95,0,0,1
0,0,0,0,0,0,0,0,0,0,0,68,0,44,0,0,40,0,0,0,1
0,0,0,0,-17,0,0,0,0,0,0,0,-28,0,31,60,0,0,0,0,1
0,0,-47,0,0,-20,92,0,0,0,0,0,0,0,0,0,43,0,0,-82,1
-73,0,0,-36,18,-94,0,0,-34,0,0,19,0,-30,-63,-10,0,53,0,0,-1
-31,0,0,11,0,0,0,86,0,0,0,0,0,0,32,65,0,101,94,0,1
0,18,0,0,0,0,0,0,0,0,0,69,-37,36,0,0,35,0,0,0,1
0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,52,91,0,-1
0,0,0,0,0,-24,0,91,0,0,0,0,0,0,0,0,37,100,0,0,1
0,47,0,0,23,0,0,0,0,0,0,24,-23,0,0,-14,0,0,94,-34,-1
0,0,0,0,0,-94,0,53,-33,0,-43,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,1
-31,19,0,10,-16,-21,0,0,0,0,101,67,0,0,31,57,0,0,0,0,1
0,0,-47,0,0,0,0,0,0,0,0,69,-28,0,35,0,0,98,0,0,1
0,0,0,0,20,0,0,0,-31,-87,0,0,0,0,0,0,0,0,0,0,-1
0,0,-47,12,0,0,0,93,0,0,0,0,0,0,0,62,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1
-74,0,0,0,0,0,0,0,0,-83,-40,0,0,0,0,-14,0,52,0,-27,-1
0,0,-15,0,0,0,0,0,-31,-84,0,0,0,0,0,0,0,0,0,0,-1
0,0,0,0,0,0,2,52,0,0,0,24,0,0,0,0,-1,58,0,-37,-1
0,22,0,0,0,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,1
0,0,0,0,0,0,0,0,0,-89,-38,0,0,-24,0,0,0,0,0,0,-1
0,0,-21,-30,0,0,0,0,-30,0,0,0,0,-26,0,0,0,0,0,0,-1
0,0,0,-27,22,-90,0,0,0,-90,0,15,0,-27,-51,0,0,53,0,0,-1
0,42,0,0,0,-97,0,0,-36,-93,0,0,0,0,0,0,0,0,85,0,-1
0,0,0,-29,0,0,-1,0,-29,0,0,0,-21,0,0,0,0,0,99,0,-1
-76,43,-23,0,0,-97,0,50,0,0,0,0,0,-26,0,0,0,0,0,0,-1
-38,21,0,0,0,0,92,0,0,0,94,0,0,0,0,62,38,0,0,0,1
0,0,0,-31,0,0,0,50,0,0,0,0,0,-32,-59,-16,0,47,0,0,-1
0,0,0,0,0,0,0,0,0,0,0,70,-25,0,0,0,0,0,0,0,1
0,0,0,0,0,-92,0,0,0,-85,0,0,0,0,0,-13,0,0,0,-32,-1
0,0,0,11,-12,0,0,90,0,0,95,0,0,37,30,0,35,0,0,0,1
0,23,0,13,-14,0,90,88,70,0,93,0,0,38,0,0,0,0,0,-83,1
0,0,-58,0,-11,0,0,0,0,0,0,0,0,0,33,0,0,0,95,-83,1
-35,0,0,0,-12,0,90,0,70,-42,0,0,0,0,0,0,0,94,0,0,1
0,19,-49,0,0,0,91,0,71,0,0,0,0,0,0,0,0,0,0,0,1
0,18,0,0,0,0,0,0,67,0,0,0,0,0,0,59,0,99,91,0,1
0,0,0,-27,17,0,0,0,0,0,0,0,0,0,-62,0,0,0,0,0,-1
0,0,-46,11,0,0,0,0,74,-49,0,0,0,0,27,57,0,96,95,-80,1
